"id","dname","hint","img","qual","cost","notes","attrib","manacost","cooldown","lore","components","created","charges"
834,"Blast Rig","Passive: Hair Trigger The next time you get attacked by a hero within 400 range, explode dealing 250 damage to all enemies within a 400 radius and causing them to miss 100% of their attacks for 2 seconds.","/apps/dota2/images/dota_react/items/black_powder_bag.png?t=1593393829403","",0,"","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '7'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '400'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '250'}, {'key': 'blind_duration', 'header': 'BLIND DURATION:', 'value': '2'}, {'key': 'blind_pct', 'header': 'BLIND PCT:', 'value': '100'}]",0,20,"One of a set of custom rigs once worn by infamous road agents in the Outlands, its siblings have been lost to misfires and the various tides of time.","None",False,False
835,"Fae Grenade","Active: Shadow Brand Throws a Mark towards an enemy within 900 range applying a debuff that deals 40 damage every second and provides vision of the unit for 7 seconds.","/apps/dota2/images/dota_react/items/paintball.png?t=1593393829403","",0,"","[{'key': 'movespeed', 'header': 'MOVESPEED:', 'value': '20'}, {'key': 'dps', 'header': 'DPS:', 'value': '40'}, {'key': 'duration', 'header': 'DURATION:', 'value': '7'}]",25,20,"Those marked for death by the fae shine brightly to all manner of creatures in the shadow realm.","None",False,False
837,"Witchbane","Active: Cleanse Dispel Target Enemy or Ally.

Dispel Type: Basic Dispel ","/apps/dota2/images/dota_react/items/heavy_blade.png?t=1593393829403","",0,"","[{'key': 'radius', 'header': 'RADIUS:', 'value': '300'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '4'}, {'key': 'attack_speed', 'header': 'ATTACK SPEED:', 'value': '20'}]",75,20,"With ready access to test subjects, untold cruelties have been dreamed up and loosed upon the world from within the walls of the Tyler Estate.","None",False,False
837,"Witchbane","Passive: Subjugate Your attacks deal bonus damage equal to 4% of your target Max Mana.","/apps/dota2/images/dota_react/items/heavy_blade.png?t=1593393829403","",0,"","[{'key': 'radius', 'header': 'RADIUS:', 'value': '300'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '4'}, {'key': 'attack_speed', 'header': 'ATTACK SPEED:', 'value': '20'}]",75,20,"With ready access to test subjects, untold cruelties have been dreamed up and loosed upon the world from within the walls of the Tyler Estate.","None",False,False
838,"Pig Pole","Active: Pig, Out! Turns your hero into a critter for 4 seconds and gives them +10% Movement Speed.","/apps/dota2/images/dota_react/items/unstable_wand.png?t=1593393829403","",0,"","[{'key': 'duration', 'header': 'DURATION:', 'value': '4'}, {'key': 'all_stats', 'header': 'ALL STATS:', 'value': '5'}]",50,25,"A makeshift charm misplaced by a peace-loving, addlebrained enchanter.","None",False,False
840,"Tumbler's Toy","Active: Vault Propels your hero forward 300 units. Tumbler's Toy gets disabled for 3 seconds if its owner receives damage from a player source.","/apps/dota2/images/dota_react/items/pogo_stick.png?t=1593393829403","",0,"","[{'key': 'leap_distance', 'header': 'LEAP DISTANCE:', 'value': '300'}, {'key': 'leap_speed', 'header': 'LEAP SPEED:', 'value': '1300.0'}, {'key': 'leap_acceleration', 'header': 'LEAP ACCELERATION:', 'value': '20000.0'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '150'}]",0,15,"An antique plaything found in the ruins of an Ozenja circus bazaar.","None",False,False
908,"Wraith Pact","Passive: Vladmir's Aura Grants 24% lifesteal, 18% bonus damage, 2 mana regeneration, and 3 armor to nearby allies. Lifesteal from creeps is reduced by 50%.

Radius: 1200","/apps/dota2/images/dota_react/items/wraith_pact.png?t=1593393829403","rare",3800,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '250'}, {'key': 'armor_aura', 'header': 'ARMOR AURA:', 'value': '3.0'}, {'key': 'mana_regen_aura', 'header': 'MANA REGEN AURA:', 'value': '2.0'}, {'key': 'lifesteal_aura', 'header': 'LIFESTEAL AURA:', 'value': '24'}, {'key': 'creep_lifesteal_reduction_pct', 'header': 'CREEP LIFESTEAL REDUCTION PCT:', 'value': '50'}, {'key': 'damage_aura', 'header': 'DAMAGE AURA:', 'value': '18'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'pact_aura_radius', 'header': 'PACT AURA RADIUS:', 'value': '900'}, {'key': 'damage_penalty_aura', 'header': 'DAMAGE PENALTY AURA:', 'value': '30'}, {'key': 'aura_dps', 'header': 'AURA DPS:', 'value': '45'}]",100,60,"A sentient amulet whose animus shakes the courage of even the strongest foes.","['vladmir', 'point_booster']",True,False
908,"Wraith Pact","Active: Wraith's Reprisal Summons a movable totem in your location for 25 seconds that reduces all physical damage of enemies within 900 radius by 30% and deals 45 damage per second.

 The totem eminates the Vladmir's Aura around it. Totem can be destroyed in 4 hits. Creeps deal half damage to the totem.","/apps/dota2/images/dota_react/items/wraith_pact.png?t=1593393829403","rare",3800,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '250'}, {'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '250'}, {'key': 'armor_aura', 'header': 'ARMOR AURA:', 'value': '3.0'}, {'key': 'mana_regen_aura', 'header': 'MANA REGEN AURA:', 'value': '2.0'}, {'key': 'lifesteal_aura', 'header': 'LIFESTEAL AURA:', 'value': '24'}, {'key': 'creep_lifesteal_reduction_pct', 'header': 'CREEP LIFESTEAL REDUCTION PCT:', 'value': '50'}, {'key': 'damage_aura', 'header': 'DAMAGE AURA:', 'value': '18'}, {'key': 'aura_radius', 'header': 'AURA RADIUS:', 'value': '1200'}, {'key': 'pact_aura_radius', 'header': 'PACT AURA RADIUS:', 'value': '900'}, {'key': 'damage_penalty_aura', 'header': 'DAMAGE PENALTY AURA:', 'value': '30'}, {'key': 'aura_dps', 'header': 'AURA DPS:', 'value': '45'}]",100,60,"A sentient amulet whose animus shakes the courage of even the strongest foes.","['vladmir', 'point_booster']",True,False
911,"Revenant's Brooch","Toggle: Phantom Province When enabled, attacks cost 75 mana and deal magical damage.","/apps/dota2/images/dota_react/items/revenants_brooch.png?t=1593393829403","rare",4900,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '70'}, {'key': 'spell_lifesteal', 'header': 'SPELL LIFESTEAL:', 'value': '20'}, {'key': 'manacost_per_hit', 'header': 'MANACOST PER HIT:', 'value': '75'}]",0,0,"The cursed brooch of a fallen guardian who stalks forever between the veil of life and death.","['relic', 'voodoo_mask']",True,False
931,"Boots of Bearing","Passive: Swiftness Aura Grants 20 movement speed to allies.  

Radius: 1200","/apps/dota2/images/dota_react/items/boots_of_bearing.png?t=1593393829403","rare",4275,"","[{'key': 'aura_movement_speed', 'header': 'AURA MOVEMENT SPEED:', 'value': '20'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '8'}, {'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '8'}, {'key': 'bonus_attack_speed_pct', 'header': 'BONUS ATTACK SPEED PCT:', 'value': '50'}, {'key': 'bonus_movement_speed_pct', 'header': 'BONUS MOVEMENT SPEED PCT:', 'value': '15'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '65'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '15'}, {'key': 'bonus_ms_duration', 'header': 'BONUS MS DURATION:', 'value': '1.5'}]",0,30,"Resplendent footwear fashioned for the ancient herald that first dared spread the glory of Stonehall beyond the original borders of its nascent claim.","['tranquil_boots', 'ancient_janggo']",True,False
931,"Boots of Bearing","Active: Endurance Gives +50 attack speed and +15% movement speed to nearby allies for 6 seconds. For the first 1.5 seconds allies are immune to slows.

 Radius: 1200  ","/apps/dota2/images/dota_react/items/boots_of_bearing.png?t=1593393829403","rare",4275,"","[{'key': 'aura_movement_speed', 'header': 'AURA MOVEMENT SPEED:', 'value': '20'}, {'key': 'bonus_str', 'header': 'BONUS STR:', 'value': '8'}, {'key': 'bonus_int', 'header': 'BONUS INT:', 'value': '8'}, {'key': 'bonus_attack_speed_pct', 'header': 'BONUS ATTACK SPEED PCT:', 'value': '50'}, {'key': 'bonus_movement_speed_pct', 'header': 'BONUS MOVEMENT SPEED PCT:', 'value': '15'}, {'key': 'duration', 'header': 'DURATION:', 'value': '6'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '1200'}, {'key': 'bonus_movement_speed', 'header': 'BONUS MOVEMENT SPEED:', 'value': '65'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '15'}, {'key': 'bonus_ms_duration', 'header': 'BONUS MS DURATION:', 'value': '1.5'}]",0,30,"Resplendent footwear fashioned for the ancient herald that first dared spread the glory of Stonehall beyond the original borders of its nascent claim.","['tranquil_boots', 'ancient_janggo']",True,False
939,"Harpoon","Active: Draw Forth When targeting an enemy, fire a harpoon at them, that pulls you and the target closer together, up to 35% of the distance between you and your target. If the caster is melee, the hero and target are always pulled to within melee distance of each other.","/apps/dota2/images/dota_react/items/harpoon.png?t=1593393829403","",4700,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '25'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '25'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '10'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2.0'}, {'key': 'passive_cooldown', 'header': 'PASSIVE COOLDOWN:', 'value': '5'}, {'key': 'movement_slow', 'header': 'MOVEMENT SLOW:', 'value': '100'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '1.0'}, {'key': 'pull_duration', 'header': 'PULL DURATION:', 'value': '0.3'}, {'key': 'pull_distance_pct', 'header': 'PULL DISTANCE PCT:', 'value': '35'}, {'key': 'min_distance', 'header': 'MIN DISTANCE:', 'value': '100'}, {'key': 'max_distance', 'header': 'MAX DISTANCE:', 'value': '1000'}, {'key': 'cast_range_enemy', 'header': 'CAST RANGE ENEMY:', 'value': '700'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '600'}, {'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '2000'}]",50,19,"","['echo_sabre', 'diadem']",True,False
939,"Harpoon","Passive: Echo Strike  Causes melee attacks to attack twice in quick succession. The double attacks apply a 100% movement slow for 1 seconds on each strike. Echo Strike cooldown: 5s","/apps/dota2/images/dota_react/items/harpoon.png?t=1593393829403","",4700,"","[{'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '25'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '25'}, {'key': 'bonus_agility', 'header': 'BONUS AGILITY:', 'value': '10'}, {'key': 'bonus_intellect', 'header': 'BONUS INTELLECT:', 'value': '10'}, {'key': 'bonus_mana_regen', 'header': 'BONUS MANA REGEN:', 'value': '2.0'}, {'key': 'passive_cooldown', 'header': 'PASSIVE COOLDOWN:', 'value': '5'}, {'key': 'movement_slow', 'header': 'MOVEMENT SLOW:', 'value': '100'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '1.0'}, {'key': 'pull_duration', 'header': 'PULL DURATION:', 'value': '0.3'}, {'key': 'pull_distance_pct', 'header': 'PULL DISTANCE PCT:', 'value': '35'}, {'key': 'min_distance', 'header': 'MIN DISTANCE:', 'value': '100'}, {'key': 'max_distance', 'header': 'MAX DISTANCE:', 'value': '1000'}, {'key': 'cast_range_enemy', 'header': 'CAST RANGE ENEMY:', 'value': '700'}, {'key': 'push_length', 'header': 'PUSH LENGTH:', 'value': '600'}, {'key': 'projectile_speed', 'header': 'PROJECTILE SPEED:', 'value': '2000'}]",50,19,"","['echo_sabre', 'diadem']",True,False
945,"Seeds of Serenity","Active: Verdurous Dale  Target the ground with a 400 radius. Provides +10 health regeneration to all allied units while they are in the area of effect. Lasts 14 seconds.","/apps/dota2/images/dota_react/items/seeds_of_serenity.png?t=1593393829403","",0,"","[{'key': 'bonus_health', 'header': 'BONUS HEALTH:', 'value': '150'}, {'key': 'bonus_health_regen', 'header': 'BONUS HEALTH REGEN:', 'value': '4'}, {'key': 'aura_health_regen', 'header': 'AURA HEALTH REGEN:', 'value': '10'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '400'}, {'key': 'duration', 'header': 'DURATION:', 'value': '14'}]",0,35,"An evergreen sprout treasured by the woodkin and highly coveted by interlopers and their like.","None",False,False
946,"Lance of Pursuit","Passive: Hound Attacking from behind slows enemies by 16% (8% if Ranged) and deals 15 more damage. Slow lasts 2 second(s).","/apps/dota2/images/dota_react/items/lance_of_pursuit.png?t=1593393829403","",0,"","[{'key': 'bonus_mana', 'header': 'BONUS MANA:', 'value': '200'}, {'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '0'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '2'}, {'key': 'backstab_damage', 'header': 'BACKSTAB DAMAGE:', 'value': '15'}, {'key': 'backstab_angle', 'header': 'BACKSTAB ANGLE:', 'value': '90'}, {'key': 'slow_pct_melee', 'header': 'SLOW PCT MELEE:', 'value': '16'}, {'key': 'slow_pct_ranged', 'header': 'SLOW PCT RANGED:', 'value': '8'}]",0,0,"The gleaming weapon of a tarnished knight haunted by his duties to an unworthy king.","None",False,False
947,"Occult Bracelet","Passive: Rites of Eloshar Each time the wearer is attacked, they gain a stack of 0.4 mana regen, up to 5 stacks. Stacks last for 5 seconds.","/apps/dota2/images/dota_react/items/occult_bracelet.png?t=1593393829403","",0,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '4'}, {'key': 'mana_regen', 'header': 'MANA REGEN:', 'value': '0.4'}, {'key': 'stack_limit', 'header': 'STACK LIMIT:', 'value': '5'}, {'key': 'stack_duration', 'header': 'STACK DURATION:', 'value': '5'}, {'key': 'magic_resistance', 'header': 'MAGIC RESISTANCE:', 'value': '5'}]",0,0,"A band that bears effigy of the dark goddess Eloshar's unsleeping eye.","None",False,False
949,"Ogre Seal Totem","Active: Ogre Seal Flop Flop forward like an ogre seal 2 times, dealing 150 damage and slowing enemies in a 275 radius by -100% for 1.5 second on each bounce. 400 bounce distance. ","/apps/dota2/images/dota_react/items/ogre_seal_totem.png?t=1593393829403","",0,"","[{'key': 'bonus_strength', 'header': 'BONUS STRENGTH:', 'value': '10'}, {'key': 'leap_distance', 'header': 'LEAP DISTANCE:', 'value': '400'}, {'key': 'leap_speed', 'header': 'LEAP SPEED:', 'value': '800.0'}, {'key': 'leap_acceleration', 'header': 'LEAP ACCELERATION:', 'value': '1250.0'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '275'}, {'key': 'flop_damage', 'header': 'FLOP DAMAGE:', 'value': '150'}, {'key': 'slow_duration', 'header': 'SLOW DURATION:', 'value': '1.5'}, {'key': 'slow', 'header': 'SLOW:', 'value': '-100'}, {'key': 'max_bounces', 'header': 'MAX BOUNCES:', 'value': '2'}]",25,40,"","None",False,False
950,"Defiant Shell","Passive: Reciprocity  When attacked, the hero counter-attacks a target within their attack range. 5s Cooldown.","/apps/dota2/images/dota_react/items/defiant_shell.png?t=1593393829403","",0,"","[{'key': 'bonus_armor', 'header': 'BONUS ARMOR:', 'value': '7'}, {'key': 'all_stats', 'header': 'ALL STATS:', 'value': '7'}, {'key': 'counter_cooldown', 'header': 'COUNTER COOLDOWN:', 'value': '5'}]",0,0,"","None",False,False
1021,"River Vial: Chrome","Pour this serum into the river to transform the water into liquid chrome for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1022,"River Vial: Dry","Pour this serum into the river to dry up the water for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect . Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter2.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1023,"River Vial: Slime","Pour this serum into the river to transform the water into a green slime for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter3.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1024,"River Vial: Oil","Pour this serum into the river to make the water oily for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter4.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1025,"River Vial: Electrified","Pour this serum into the river to make the water electric for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter5.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1026,"River Vial: Potion","Pour this serum into the river to transform the water into a purple bubbling potion for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter6.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1027,"River Vial: Blood","Pour this serum into the river to transform the water into blood for 900 seconds. Using this item on the river will permanently consume one charge from your Armory supply upon expiration of the effect. Charges do not get consumed if the effect is replaced by a stronger vial before expiration. Vials can only be used if at least one charge remains in your Armory. Charges will only be used by successfully enchanting the river, and will not be consumed if the item is sold, dropped, or destroyed during a game. You can only cast a vial on the river if there's not a stronger vial already in effect.","/apps/dota2/images/dota_react/items/river_painter7.png?t=1593393829403","component",0,"","[{'key': 'paint_duration', 'header': 'PAINT DURATION:', 'value': '900.0'}]",0,0,"","None",False,False
1029,"Super Blink Dagger","Active: Blink Teleport to a target point up to 1200 units away.","/apps/dota2/images/dota_react/items/super_blink.png?t=1593393829403","","","","[{'key': 'blink_range', 'header': 'BLINK RANGE:', 'value': '1200'}, {'key': 'blink_range_clamp', 'header': 'BLINK RANGE CLAMP:', 'value': '960'}]",0,15,"The fabled dagger used by the fastest assassin ever to walk the lands.","None",False,False
1076,"Specialist's Array","Passive: Crackshot Ranged Only. The next attack fires projectiles that deal 20 bonus damage at 2 additional targets within attack range plus a 225 range bonus. Does not trigger attack modifiers.","/apps/dota2/images/dota_react/items/specialists_array.png?t=1593393829403","",0,"","[{'key': 'all_stats', 'header': 'ALL STATS:', 'value': '7'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '12'}, {'key': 'count', 'header': 'COUNT:', 'value': '2'}, {'key': 'secondary_target_range_bonus', 'header': 'SECONDARY TARGET RANGE BONUS:', 'value': '225'}, {'key': 'proc_bonus_damage', 'header': 'PROC BONUS DAMAGE:', 'value': '20'}]",0,8,"An impressive kit of trigger enhancements born in an aging assassin's idle mind.","None",False,False
1077,"Dagger of Ristul","Active: Imbrue Consume 100 health to temporarily gain 40 damage. Lasts 8 seconds.","/apps/dota2/images/dota_react/items/dagger_of_ristul.png?t=1593393829403","",0,"","[{'key': 'aspd', 'header': 'ASPD:', 'value': '15'}, {'key': 'bonus_damage', 'header': 'BONUS DAMAGE:', 'value': '40'}, {'key': 'duration', 'header': 'DURATION:', 'value': '8'}, {'key': 'health_sacrifice', 'header': 'HEALTH SACRIFICE:', 'value': '100'}]",0,30,"A sinister shiv that grants favor to those willing to stain its blade with a sacrifice of their own blood.","None",False,False
1090,"Mercy & Grace","Active: Dead Shot Fires a ghostly bullet at an enemy unit or tree. When the bullet strikes it will deal 300 damage and slow the target by -100% for 0.5 seconds, then ricochet in the vector-targeted direction. The ricochet will damage all units that it passes through, stopping when it hits a hero. Heroes hit by the ricochet will be feared for 2 seconds in the direction of the shot.","/apps/dota2/images/dota_react/items/muertas_gun.png?t=1593393829403","",0,"Feared enemies are phased and unslowable.
The ricochet will travel 1x Dead Shot's cast range.","[{'key': 'AbilityCastRange', 'header': 'ABILITYCASTRANGE:', 'value': '1000'}, {'key': 'damage', 'header': 'DAMAGE:', 'value': '300'}, {'key': 'speed', 'header': 'SPEED:', 'value': '2000'}, {'key': 'radius', 'header': 'RADIUS:', 'value': '100'}, {'key': 'ricochet_radius_start', 'header': 'RICOCHET RADIUS START:', 'value': '115'}, {'key': 'ricochet_radius_end', 'header': 'RICOCHET RADIUS END:', 'value': '115'}, {'key': 'ricochet_stun_duration', 'header': 'RICOCHET STUN DURATION:', 'value': '2.0'}, {'key': 'ricochet_distance_multiplier', 'header': 'RICOCHET DISTANCE MULTIPLIER:', 'value': '1'}, {'key': 'ricochet_fear_duration', 'header': 'RICOCHET FEAR DURATION:', 'value': '2.0'}, {'key': 'impact_slow_percent', 'header': 'IMPACT SLOW PERCENT:', 'value': '-100'}, {'key': 'impact_slow_duration', 'header': 'IMPACT SLOW DURATION:', 'value': '0.5'}, {'key': 'bonus_cast_pct', 'header': 'BONUS CAST PCT:', 'value': '100'}, {'key': 'bonus_spell_amp', 'header': 'BONUS SPELL AMP:', 'value': '100'}, {'key': 'health_pct_penalty', 'header': 'HEALTH PCT PENALTY:', 'value': '70'}]",160,10,"One to deliver the body, the other to claim the soul.","None",False,False
1091,"Samurai Tabi","Active: Switch Attribute Switches between an additional +24 Strength , +24 Agility , or +24 Intelligence , and provides the bonuses corresponding with that parameter. ","/apps/dota2/images/dota_react/items/samurai_tabi.png?t=1593393829403","common",5250,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '10'}, {'key': 'base_interval', 'header': 'BASE INTERVAL:', 'value': '0.1'}, {'key': 'max_tick_count', 'header': 'MAX TICK COUNT:', 'value': '8'}, {'key': 'stat_per_tick', 'header': 'STAT PER TICK:', 'value': '3'}, {'key': 'bonus_stat_tooltip', 'header': 'BONUS STAT TOOLTIP:', 'value': '24'}, {'key': 'int_damage_interval', 'header': 'INT DAMAGE INTERVAL:', 'value': '4'}, {'key': 'int_damage_range', 'header': 'INT DAMAGE RANGE:', 'value': '700'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '125'}, {'key': 'int_max_targets', 'header': 'INT MAX TARGETS:', 'value': '2'}, {'key': 'str_root_cooldown', 'header': 'STR ROOT COOLDOWN:', 'value': '4'}, {'key': 'str_root_duration', 'header': 'STR ROOT DURATION:', 'value': '1.0'}, {'key': 'str_bonus_damage', 'header': 'STR BONUS DAMAGE:', 'value': '80'}, {'key': 'str_root_chance', 'header': 'STR ROOT CHANCE:', 'value': '20'}, {'key': 'agi_counter_chance', 'header': 'AGI COUNTER CHANCE:', 'value': '20'}, {'key': 'agi_counter_cooldown', 'header': 'AGI COUNTER COOLDOWN:', 'value': '4'}]",0,0,"","['belt_of_strength', 'boots_of_elves', 'robe', 'ultimate_orb']",True,False
1091,"Samurai Tabi"," Intelligence Once fully charged, deals 125 to 2 random targets in 700 range every 4 seconds.","/apps/dota2/images/dota_react/items/samurai_tabi.png?t=1593393829403","common",5250,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '10'}, {'key': 'base_interval', 'header': 'BASE INTERVAL:', 'value': '0.1'}, {'key': 'max_tick_count', 'header': 'MAX TICK COUNT:', 'value': '8'}, {'key': 'stat_per_tick', 'header': 'STAT PER TICK:', 'value': '3'}, {'key': 'bonus_stat_tooltip', 'header': 'BONUS STAT TOOLTIP:', 'value': '24'}, {'key': 'int_damage_interval', 'header': 'INT DAMAGE INTERVAL:', 'value': '4'}, {'key': 'int_damage_range', 'header': 'INT DAMAGE RANGE:', 'value': '700'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '125'}, {'key': 'int_max_targets', 'header': 'INT MAX TARGETS:', 'value': '2'}, {'key': 'str_root_cooldown', 'header': 'STR ROOT COOLDOWN:', 'value': '4'}, {'key': 'str_root_duration', 'header': 'STR ROOT DURATION:', 'value': '1.0'}, {'key': 'str_bonus_damage', 'header': 'STR BONUS DAMAGE:', 'value': '80'}, {'key': 'str_root_chance', 'header': 'STR ROOT CHANCE:', 'value': '20'}, {'key': 'agi_counter_chance', 'header': 'AGI COUNTER CHANCE:', 'value': '20'}, {'key': 'agi_counter_cooldown', 'header': 'AGI COUNTER COOLDOWN:', 'value': '4'}]",0,0,"","['belt_of_strength', 'boots_of_elves', 'robe', 'ultimate_orb']",True,False
1091,"Samurai Tabi","  Strength  Once fully charged an attack has a 20% chance to deal 80 bonus damage and root the target for 1 seconds. 4s Cooldown.","/apps/dota2/images/dota_react/items/samurai_tabi.png?t=1593393829403","common",5250,"","[{'key': 'bonus_all_stats', 'header': 'BONUS ALL STATS:', 'value': '10'}, {'key': 'base_interval', 'header': 'BASE INTERVAL:', 'value': '0.1'}, {'key': 'max_tick_count', 'header': 'MAX TICK COUNT:', 'value': '8'}, {'key': 'stat_per_tick', 'header': 'STAT PER TICK:', 'value': '3'}, {'key': 'bonus_stat_tooltip', 'header': 'BONUS STAT TOOLTIP:', 'value': '24'}, {'key': 'int_damage_interval', 'header': 'INT DAMAGE INTERVAL:', 'value': '4'}, {'key': 'int_damage_range', 'header': 'INT DAMAGE RANGE:', 'value': '700'}, {'key': 'int_damage', 'header': 'INT DAMAGE:', 'value': '125'}, {'key': 'int_max_targets', 'header': 'INT MAX TARGETS:', 'value': '2'}, {'key': 'str_root_cooldown', 'header': 'STR ROOT COOLDOWN:', 'value': '4'}, {'key': 'str_root_duration', 'header': 'STR ROOT DURATION:', 'value': '1.0'}, {'key': 'str_bonus_damage', 'header': 'STR BONUS DAMAGE:', 'value': '80'}, {'key': 'str_root_chance', 'header': 'STR ROOT CHANCE:', 'value': '20'}, {'key': 'agi_counter_chance', 'header': 'AGI COUNTER CHANCE:', 'value': '20'}, {'key': 'agi_counter_cooldown', 'header': 'AGI COUNTER COOLDOWN:', 'value': '4'}]",0,0,"","['belt_of_strength', 'boots_of_elves', 'robe', 'ultimate_orb']",True,False
